fighter_name,fighter_url,height_raw,weight_raw,reach_raw,stance_raw,date_of_birth,height_in,weight_lbs,reach_in,stance
Christophe Leninger,http://ufcstats.com/fighter-details/7269329bd87eb479,"6' 0""",200 lbs.,--,Southpaw,,72.0,200.0,,Southpaw
Christos Giagos,http://ufcstats.com/fighter-details/de45aaae23dfa392,"5' 10""",155 lbs.,"71""",Orthodox,1990-01-23,70.0,155.0,71.0,Orthodox
Chuck Liddell,http://ufcstats.com/fighter-details/a390eb8a9b2df298,"6' 2""",205 lbs.,"76""",Orthodox,1969-12-17,74.0,205.0,76.0,Orthodox
Chuck O'Neil,http://ufcstats.com/fighter-details/56bc9ccb609df534,"6' 2""",170 lbs.,--,,1985-09-22,74.0,170.0,,
Cindy Dandois,http://ufcstats.com/fighter-details/9eef6584fab21fbb,"5' 7""",135 lbs.,--,Orthodox,1984-10-26,67.0,135.0,,Orthodox
Ciryl Gane,http://ufcstats.com/fighter-details/787bb1f087ccff8a,"6' 4""",247 lbs.,"81""",Orthodox,1990-04-12,76.0,247.0,81.0,Orthodox
Claude Patrick,http://ufcstats.com/fighter-details/56116a79e4deed06,"5' 11""",170 lbs.,"75""",Orthodox,1980-06-14,71.0,170.0,75.0,Orthodox
Claudia Gadelha,http://ufcstats.com/fighter-details/ec34349e7dffcde7,"5' 4""",115 lbs.,"63""",Orthodox,1988-12-07,64.0,115.0,63.0,Orthodox
Claudio Puelles,http://ufcstats.com/fighter-details/d747eb273a40a920,"5' 10""",155 lbs.,"72""",Southpaw,1996-04-21,70.0,155.0,72.0,Southpaw
Claudio Ribeiro,http://ufcstats.com/fighter-details/972c456ff38b2015,"6' 1""",185 lbs.,"77""",Orthodox,1992-07-17,73.0,185.0,77.0,Orthodox
Claudio Silva,http://ufcstats.com/fighter-details/6f7c616b98e18c29,"5' 11""",170 lbs.,"71""",Southpaw,1982-09-06,71.0,170.0,71.0,Southpaw
Clay Collard,http://ufcstats.com/fighter-details/cc900c6a71ed23f3,"5' 11""",145 lbs.,"73""",Orthodox,1993-03-10,71.0,145.0,73.0,Orthodox
Clay Guida,http://ufcstats.com/fighter-details/c47df9303d318c67,"5' 7""",155 lbs.,"70""",Orthodox,1981-12-08,67.0,155.0,70.0,Orthodox
Clay Harvison,http://ufcstats.com/fighter-details/83a477a7dba1ca58,"6' 1""",170 lbs.,"74""",Orthodox,1980-09-25,73.0,170.0,74.0,Orthodox
Clayton Carpenter,http://ufcstats.com/fighter-details/b62d5280966b2460,"5' 6""",125 lbs.,"66""",Orthodox,1996-06-09,66.0,125.0,66.0,Orthodox
Clifford Starks,http://ufcstats.com/fighter-details/5abf827d62f98fee,"6' 0""",185 lbs.,"78""",Orthodox,1981-04-25,72.0,185.0,78.0,Orthodox
Clint Hester,http://ufcstats.com/fighter-details/92b62174c175ce19,"6' 2""",205 lbs.,"77""",Orthodox,1986-11-21,74.0,205.0,77.0,Orthodox
Cody Brundage,http://ufcstats.com/fighter-details/f14f644d41ade29f,"6' 0""",185 lbs.,"72""",Orthodox,1994-05-16,72.0,185.0,72.0,Orthodox
Cody Donovan,http://ufcstats.com/fighter-details/7bc96507e4b38d3b,"6' 3""",205 lbs.,"74""",Orthodox,1981-02-20,75.0,205.0,74.0,Orthodox
Cody Durden,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036,"5' 7""",125 lbs.,"67""",Southpaw,1991-03-29,67.0,125.0,67.0,Southpaw
Cody East,http://ufcstats.com/fighter-details/5713c1d2fac539ac,"6' 3""",245 lbs.,--,Orthodox,1988-06-29,75.0,245.0,,Orthodox
Cody Garbrandt,http://ufcstats.com/fighter-details/d8c7c61b176e3994,"5' 8""",135 lbs.,"65""",Orthodox,1991-07-07,68.0,135.0,65.0,Orthodox
Cody Gibson,http://ufcstats.com/fighter-details/700a674c042b7a96,"5' 10""",135 lbs.,"71""",Orthodox,1987-09-11,70.0,135.0,71.0,Orthodox
Cody Haddon,http://ufcstats.com/fighter-details/8e6654e9f0461b8f,"5' 7""",135 lbs.,"69""",Orthodox,1998-09-08,67.0,135.0,69.0,Orthodox
Cody McKenzie,http://ufcstats.com/fighter-details/7be63795363029e8,"6' 0""",155 lbs.,"72""",Switch,1987-12-16,72.0,155.0,72.0,Switch
Cody Pfister,http://ufcstats.com/fighter-details/5904b0b38dc6718d,"5' 10""",155 lbs.,"73""",Orthodox,1990-07-12,70.0,155.0,73.0,Orthodox
Cody Stamann,http://ufcstats.com/fighter-details/bf7ad5628363eec9,"5' 6""",135 lbs.,"64""",Orthodox,1989-11-09,66.0,135.0,64.0,Orthodox
Colby Covington,http://ufcstats.com/fighter-details/dc9572dd6ec74859,"5' 11""",170 lbs.,"72""",Orthodox,1988-02-22,71.0,170.0,72.0,Orthodox
Colby Thicknesse,http://ufcstats.com/fighter-details/ed7d329d7c29428d,"5' 7""",135 lbs.,"69""",Orthodox,1999-06-23,67.0,135.0,69.0,Orthodox
Cole Escovedo,http://ufcstats.com/fighter-details/5df17b3620145578,"5' 7""",135 lbs.,"72""",Orthodox,1981-08-30,67.0,135.0,72.0,Orthodox
Cole Miller,http://ufcstats.com/fighter-details/282fa667ff9c51ed,"6' 1""",145 lbs.,"73""",Orthodox,1984-04-26,73.0,145.0,73.0,Orthodox
Cole Smith,http://ufcstats.com/fighter-details/56709e66f1c6008f,"5' 11""",135 lbs.,"67""",Orthodox,1989-04-05,71.0,135.0,67.0,Orthodox
Cole Williams,http://ufcstats.com/fighter-details/f9a20a17d712ef7c,"6' 0""",170 lbs.,"73""",Orthodox,1983-12-15,72.0,170.0,73.0,Orthodox
Colin Fletcher,http://ufcstats.com/fighter-details/7d09200f6a77b20e,"6' 2""",155 lbs.,--,Orthodox,1983-01-08,74.0,155.0,,Orthodox
Colin Robinson,http://ufcstats.com/fighter-details/1a1a4d7a29041d77,"6' 4""",243 lbs.,--,Orthodox,1968-11-27,76.0,243.0,,Orthodox
Collin Anglin,http://ufcstats.com/fighter-details/047a91d3d9c79b05,"5' 9""",145 lbs.,"71""",Orthodox,1993-02-20,69.0,145.0,71.0,Orthodox
Collin Hart,http://ufcstats.com/fighter-details/16bf6a73bdd302cd,"6' 1""",185 lbs.,--,Orthodox,1989-10-12,73.0,185.0,,Orthodox
Colton Smith,http://ufcstats.com/fighter-details/2e25c1d983c26311,"6' 0""",155 lbs.,"71""",Orthodox,1987-08-14,72.0,155.0,71.0,Orthodox
Connor Matthews,http://ufcstats.com/fighter-details/36e78278a77006d4,"5' 8""",145 lbs.,"71""",Switch,1992-05-31,68.0,145.0,71.0,Switch
Conor McGregor,http://ufcstats.com/fighter-details/f4c49976c75c5ab2,"5' 9""",155 lbs.,"74""",Southpaw,1988-07-14,69.0,155.0,74.0,Southpaw
Constantinos Philippou,http://ufcstats.com/fighter-details/05560764359161e4,"5' 11""",185 lbs.,"73""",Orthodox,1979-11-29,71.0,185.0,73.0,Orthodox
Corey Anderson,http://ufcstats.com/fighter-details/5e4eec08896c9423,"6' 3""",205 lbs.,"79""",Orthodox,1989-09-22,75.0,205.0,79.0,Orthodox
Corey Hill,http://ufcstats.com/fighter-details/abbc737317f66b81,"6' 4""",155 lbs.,"80""",Orthodox,1978-10-03,76.0,155.0,80.0,Orthodox
Cortavious Romious,http://ufcstats.com/fighter-details/8173f134396cb971,"5' 4""",135 lbs.,"68""",Southpaw,1994-01-06,64.0,135.0,68.0,Southpaw
Cortney Casey,http://ufcstats.com/fighter-details/5f179af5fffeb9f6,"5' 7""",125 lbs.,"67""",Orthodox,1987-05-05,67.0,125.0,67.0,Orthodox
Cory Hendricks,http://ufcstats.com/fighter-details/9ab9912e0f8fa6d6,"6' 3""",205 lbs.,--,Switch,1988-05-10,75.0,205.0,,Switch
Cory McKenna,http://ufcstats.com/fighter-details/3351aa64aa83c4d9,"5' 3""",115 lbs.,"58""",Orthodox,1999-07-11,63.0,115.0,58.0,Orthodox
Cory Sandhagen,http://ufcstats.com/fighter-details/65f09bacd3957381,"5' 11""",135 lbs.,"70""",Switch,1992-04-20,71.0,135.0,70.0,Switch
Cory Walmsley,http://ufcstats.com/fighter-details/83c6c3e0f8bde8ee,"6' 0""",205 lbs.,--,Orthodox,,72.0,205.0,,Orthodox
Court McGee,http://ufcstats.com/fighter-details/523fa774700d7d3f,"5' 11""",170 lbs.,"75""",Orthodox,1984-12-12,71.0,170.0,75.0,Orthodox
Courtney Turner,http://ufcstats.com/fighter-details/56f4b81ec4db61af,"6' 2""",170 lbs.,--,,,74.0,170.0,,
Crafton Wallace,http://ufcstats.com/fighter-details/bf41b5131545da12,"6' 0""",185 lbs.,--,Orthodox,1975-11-10,72.0,185.0,,Orthodox
Craig White,http://ufcstats.com/fighter-details/3dd949593346dbc3,"6' 2""",170 lbs.,"76""",Orthodox,1990-07-01,74.0,170.0,76.0,Orthodox
Cristian Quinonez,http://ufcstats.com/fighter-details/7debc13b36343605,"5' 8""",135 lbs.,"70""",Orthodox,1996-04-26,68.0,135.0,70.0,Orthodox
Cristiane Justino,http://ufcstats.com/fighter-details/634bb0de2eb043b4,"5' 8""",145 lbs.,"68""",Orthodox,1985-07-09,68.0,145.0,68.0,Orthodox
Cristiano Marcello,http://ufcstats.com/fighter-details/ff4c3ab594c7fac3,"5' 9""",155 lbs.,"72""",Orthodox,1977-12-03,69.0,155.0,72.0,Orthodox
Cristina Stanciu,http://ufcstats.com/fighter-details/175852708cb55776,"5' 3""",115 lbs.,--,Orthodox,1994-03-29,63.0,115.0,,Orthodox
Cub Swanson,http://ufcstats.com/fighter-details/d247691a6c0e9034,"5' 8""",145 lbs.,"70""",Orthodox,1983-11-02,68.0,145.0,70.0,Orthodox
Cung Le,http://ufcstats.com/fighter-details/d4f364dd076bb0e2,"5' 9""",185 lbs.,"70""",Southpaw,1972-05-25,69.0,185.0,70.0,Southpaw
Curt Warburton,http://ufcstats.com/fighter-details/2721bb808bb2523c,"6' 0""",155 lbs.,"73""",Orthodox,,72.0,155.0,73.0,Orthodox
Curtis Blaydes,http://ufcstats.com/fighter-details/fa6796c55d6c5440,"6' 4""",265 lbs.,"80""",Orthodox,1991-02-18,76.0,265.0,80.0,Orthodox
Curtis Millender,http://ufcstats.com/fighter-details/f1928a52590c5532,"6' 2""",170 lbs.,"76""",Orthodox,1987-12-01,74.0,170.0,76.0,Orthodox
Curtis Stout,http://ufcstats.com/fighter-details/e09dbbd5fe3f0fe2,"6' 1""",185 lbs.,--,Southpaw,1973-11-07,73.0,185.0,,Southpaw
Cynthia Calvillo,http://ufcstats.com/fighter-details/98215d037be5bcb7,"5' 4""",115 lbs.,"64""",Orthodox,1987-07-13,64.0,115.0,64.0,Orthodox
Cyril Asker,http://ufcstats.com/fighter-details/9be6020024133293,"6' 0""",247 lbs.,"74""",Orthodox,1985-12-24,72.0,247.0,74.0,Orthodox
Cyrille Diabate,http://ufcstats.com/fighter-details/43563a32c3f10e95,"6' 6""",205 lbs.,"81""",Southpaw,1973-10-06,78.0,205.0,81.0,Southpaw
Da Woon Jung,http://ufcstats.com/fighter-details/74f9448b97bf8bec,"6' 4""",205 lbs.,"78""",Orthodox,1993-12-07,76.0,205.0,78.0,Orthodox
Da'Mon Blackshear,http://ufcstats.com/fighter-details/da22387a0407a2dc,"5' 10""",135 lbs.,"72""",Switch,1994-08-12,70.0,135.0,72.0,Switch
DaMarques Johnson,http://ufcstats.com/fighter-details/322a56923b396b4d,"6' 1""",170 lbs.,"75""",Orthodox,1982-06-28,73.0,170.0,75.0,Orthodox
Daichi Abe,http://ufcstats.com/fighter-details/5140122c3eecd307,"5' 11""",170 lbs.,"71""",Orthodox,1991-11-27,71.0,170.0,71.0,Orthodox
Daiju Takase,http://ufcstats.com/fighter-details/4f74c8be51db8a37,"6' 0""",170 lbs.,--,Southpaw,1978-04-20,72.0,170.0,,Southpaw
Dakota Bush,http://ufcstats.com/fighter-details/3033c1c080672475,"5' 10""",155 lbs.,"73""",Orthodox,1994-06-09,70.0,155.0,73.0,Orthodox
Dalcha Lungiambula,http://ufcstats.com/fighter-details/ce632027bf2a871b,"5' 8""",185 lbs.,"76""",Orthodox,1987-07-31,68.0,185.0,76.0,Orthodox
Dale Hartt,http://ufcstats.com/fighter-details/058e4e08a1ad8aba,"5' 10""",155 lbs.,"69""",Orthodox,1979-04-04,70.0,155.0,69.0,Orthodox
Damacio Page,http://ufcstats.com/fighter-details/c96e2ae6021144a1,"5' 6""",135 lbs.,"66""",Orthodox,1982-09-30,66.0,135.0,66.0,Orthodox
Damian Grabowski,http://ufcstats.com/fighter-details/3f11b5d4bd76a6d9,"6' 1""",241 lbs.,"75""",Orthodox,1980-05-12,73.0,241.0,75.0,Orthodox
Damian Pinas,http://ufcstats.com/fighter-details/fdd22e895a70e4a8,"6' 1""",185 lbs.,"79""",Orthodox,2002-03-12,73.0,185.0,79.0,Orthodox
Damian Stasiak,http://ufcstats.com/fighter-details/42a7e90605df3c8a,"5' 5""",135 lbs.,"70""",Orthodox,1990-02-20,65.0,135.0,70.0,Orthodox
Damien Brown,http://ufcstats.com/fighter-details/d024ed963e8bf7ea,"5' 10""",155 lbs.,"68""",Orthodox,1984-12-25,70.0,155.0,68.0,Orthodox
Damir Hadzovic,http://ufcstats.com/fighter-details/38c626ca912c7bac,"5' 9""",155 lbs.,"70""",Orthodox,1986-08-08,69.0,155.0,70.0,Orthodox
Damir Ismagulov,http://ufcstats.com/fighter-details/135d124172a0bea3,"5' 10""",155 lbs.,"74""",Orthodox,1991-02-03,70.0,155.0,74.0,Orthodox
Damon Jackson,http://ufcstats.com/fighter-details/29af297d9f1de0f8,"5' 11""",155 lbs.,"71""",Switch,1988-08-08,71.0,155.0,71.0,Switch
Dan Argueta,http://ufcstats.com/fighter-details/e4ba58725825412d,"5' 7""",135 lbs.,"68""",Southpaw,1993-08-13,67.0,135.0,68.0,Southpaw
Dan Barrera,http://ufcstats.com/fighter-details/f12f979b657ab876,"5' 9""",170 lbs.,--,Orthodox,1980-12-23,69.0,170.0,,Orthodox
Dan Bobish,http://ufcstats.com/fighter-details/f348d05403fad037,"6' 2""",345 lbs.,--,Southpaw,1970-01-26,74.0,345.0,,Southpaw
Dan Christison,http://ufcstats.com/fighter-details/b369533a577fa97c,"6' 8""",265 lbs.,--,Orthodox,1972-04-26,80.0,265.0,,Orthodox
Dan Cramer,http://ufcstats.com/fighter-details/480b702debcb5433,"6' 2""",170 lbs.,--,Orthodox,1985-10-31,74.0,170.0,,Orthodox
Dan Evensen,http://ufcstats.com/fighter-details/dd8aec6de7035943,"6' 3""",250 lbs.,--,Orthodox,1974-06-01,75.0,250.0,,Orthodox
Dan Hardy,http://ufcstats.com/fighter-details/473ce3aa581251a2,"6' 0""",170 lbs.,"74""",Orthodox,1982-05-17,72.0,170.0,74.0,Orthodox
Dan Henderson,http://ufcstats.com/fighter-details/1ccf4e7caff270df,"5' 11""",185 lbs.,"74""",Orthodox,1970-08-24,71.0,185.0,74.0,Orthodox
Dan Hooker,http://ufcstats.com/fighter-details/193b9d1858bc4df3,"6' 0""",155 lbs.,"75""",Switch,1990-02-13,72.0,155.0,75.0,Switch
Dan Ige,http://ufcstats.com/fighter-details/82a5152216251682,"5' 7""",145 lbs.,"71""",Orthodox,1991-08-06,67.0,145.0,71.0,Orthodox
Dan Lauzon,http://ufcstats.com/fighter-details/4c8d6fde2dde07c4,"5' 10""",155 lbs.,--,Orthodox,1988-03-30,70.0,155.0,,Orthodox
Dan Miller,http://ufcstats.com/fighter-details/d0c29452d3272603,"6' 1""",185 lbs.,"74""",Orthodox,1981-06-30,73.0,185.0,74.0,Orthodox
Dan Moret,http://ufcstats.com/fighter-details/66e98b3bb5fc5250,"6' 0""",155 lbs.,"73""",Southpaw,1986-11-21,72.0,155.0,73.0,Southpaw
Dan Severn,http://ufcstats.com/fighter-details/c670aa48827d6be6,"6' 2""",250 lbs.,--,Southpaw,1958-06-08,74.0,250.0,,Southpaw
Dan Stittgen,http://ufcstats.com/fighter-details/cc3147b49c7d7d92,"6' 1""",170 lbs.,--,Orthodox,1980-11-17,73.0,170.0,,Orthodox
Daniel Barez,http://ufcstats.com/fighter-details/e8fe9c15d348e778,"5' 6""",125 lbs.,"66""",Orthodox,1988-12-10,66.0,125.0,66.0,Orthodox
Daniel Cormier,http://ufcstats.com/fighter-details/d967f0128c323de6,"5' 11""",235 lbs.,"72""",Orthodox,1979-03-20,71.0,235.0,72.0,Orthodox
Daniel Frunza,http://ufcstats.com/fighter-details/7cec3c4a5e7b6d68,"6' 1""",170 lbs.,"73""",Orthodox,1994-04-13,73.0,170.0,73.0,Orthodox
Daniel Jolly,http://ufcstats.com/fighter-details/eeabcd4dc6619129,"6' 1""",205 lbs.,"75""",Orthodox,1984-09-03,73.0,205.0,75.0,Orthodox
Daniel Kelly,http://ufcstats.com/fighter-details/bdcbb976816fd256,"6' 0""",185 lbs.,"70""",Southpaw,1977-10-31,72.0,185.0,70.0,Southpaw
Daniel Lacerda,http://ufcstats.com/fighter-details/31bb0772f21cabd8,"5' 6""",125 lbs.,"70""",Switch,1996-06-05,66.0,125.0,70.0,Switch
Daniel Marcos,http://ufcstats.com/fighter-details/850266b3dc4e506e,"5' 7""",135 lbs.,"69""",Orthodox,1993-03-07,67.0,135.0,69.0,Orthodox
Daniel Omielanczuk,http://ufcstats.com/fighter-details/470fedbc8563ac47,"6' 0""",247 lbs.,"74""",Southpaw,1982-08-31,72.0,247.0,74.0,Southpaw
Daniel Pineda,http://ufcstats.com/fighter-details/361d49960a196976,"5' 7""",145 lbs.,"69""",Orthodox,1985-08-06,67.0,145.0,69.0,Orthodox
Daniel Roberts,http://ufcstats.com/fighter-details/22edaf53ad59a967,"5' 10""",170 lbs.,"74""",Southpaw,1980-08-05,70.0,170.0,74.0,Southpaw
Daniel Rodriguez,http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6,"6' 1""",170 lbs.,"74""",Southpaw,1986-12-31,73.0,170.0,74.0,Southpaw
Daniel Santos,http://ufcstats.com/fighter-details/b67d6bacc68d4c92,"5' 7""",145 lbs.,"67""",Orthodox,1995-03-12,67.0,145.0,67.0,Orthodox
Daniel Sarafian,http://ufcstats.com/fighter-details/7e47047d0971d566,"5' 9""",185 lbs.,"73""",Orthodox,1982-08-21,69.0,185.0,73.0,Orthodox
Daniel Spitz,http://ufcstats.com/fighter-details/f86cb5f25d545e0e,"6' 7""",245 lbs.,"82""",Orthodox,1990-07-31,79.0,245.0,82.0,Orthodox
Daniel Spohn,http://ufcstats.com/fighter-details/87f3bbf52e6c9dc9,"6' 4""",205 lbs.,"79""",Southpaw,1984-10-12,76.0,205.0,79.0,Southpaw
Daniel Teymur,http://ufcstats.com/fighter-details/fbf0537e420e698e,"5' 5""",145 lbs.,"69""",Orthodox,1988-02-03,65.0,145.0,69.0,Orthodox
Daniel Zellhuber,http://ufcstats.com/fighter-details/4148802ae4a50768,"6' 1""",155 lbs.,"77""",Switch,1999-07-07,73.0,155.0,77.0,Switch
Danielle Taylor,http://ufcstats.com/fighter-details/b76c6268dc1d3c05,"5' 0""",115 lbs.,"60""",Orthodox,1989-10-25,60.0,115.0,60.0,Orthodox
Daniil Donchenko,http://ufcstats.com/fighter-details/70dd69b6a703257e,"5' 11""",170 lbs.,"71""",Orthodox,2001-08-04,71.0,170.0,71.0,Orthodox
Danillo Villefort,http://ufcstats.com/fighter-details/fd87b1bbfcde9d5e,"6' 1""",185 lbs.,--,Orthodox,1983-05-08,73.0,185.0,,Orthodox
Danilo Belluardo,http://ufcstats.com/fighter-details/c3f6db17cea09ca7,"6' 0""",155 lbs.,"74""",Southpaw,1994-07-21,72.0,155.0,74.0,Southpaw
Danilo Marques,http://ufcstats.com/fighter-details/687c15b2eddfaa63,"6' 6""",205 lbs.,"77""",Orthodox,1985-12-26,78.0,205.0,77.0,Orthodox
Danny Abbadi,http://ufcstats.com/fighter-details/15df64c02b6b0fde,"5' 11""",155 lbs.,--,Orthodox,1983-07-03,71.0,155.0,,Orthodox
Danny Barlow,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63,"6' 2""",185 lbs.,"79""",Southpaw,1995-08-02,74.0,185.0,79.0,Southpaw
Danny Castillo,http://ufcstats.com/fighter-details/d1e7fc58d4225cdf,"5' 9""",155 lbs.,"71""",Orthodox,1979-08-25,69.0,155.0,71.0,Orthodox
Danny Chavez,http://ufcstats.com/fighter-details/0de720c0f1d4ab9c,"5' 8""",145 lbs.,"67""",Orthodox,1987-03-14,68.0,145.0,67.0,Orthodox
Danny Downes,http://ufcstats.com/fighter-details/a66395395b5f1394,"6' 0""",155 lbs.,"72""",Orthodox,1986-04-08,72.0,155.0,72.0,Orthodox
Danny Henry,http://ufcstats.com/fighter-details/f7d73e452b064bf2,"6' 0""",145 lbs.,"73""",Orthodox,1988-07-17,72.0,145.0,73.0,Orthodox
Danny Martinez,http://ufcstats.com/fighter-details/8a9c6c4301f6d088,"5' 6""",125 lbs.,"67""",Orthodox,1985-06-14,66.0,125.0,67.0,Orthodox
Danny Mitchell,http://ufcstats.com/fighter-details/c06d554ce1713fd3,"6' 2""",170 lbs.,--,Orthodox,1986-08-08,74.0,170.0,,Orthodox
Danny Roberts,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9,"6' 1""",170 lbs.,"74""",Southpaw,1987-07-14,73.0,170.0,74.0,Southpaw
Danny Silva,http://ufcstats.com/fighter-details/d964a59c48381cb6,"5' 11""",145 lbs.,"70""",Switch,1997-01-30,71.0,145.0,70.0,Switch
Dante Rivera,http://ufcstats.com/fighter-details/288aaa8f82040e02,"6' 1""",185 lbs.,--,Southpaw,1974-12-08,73.0,185.0,,Southpaw
Danyelle Wolf,http://ufcstats.com/fighter-details/a7e3f02fe2b2fe30,"5' 11""",145 lbs.,"70""",Orthodox,1983-09-08,71.0,145.0,70.0,Orthodox
Daria Zhelezniakova,http://ufcstats.com/fighter-details/07047eb7d17fb0a2,"5' 9""",135 lbs.,"68""",Orthodox,1996-01-23,69.0,135.0,68.0,Orthodox
Darian Weeks,http://ufcstats.com/fighter-details/326a001926ffb7ec,"5' 11""",170 lbs.,"72""",Orthodox,1993-11-23,71.0,170.0,72.0,Orthodox
Darko Stosic,http://ufcstats.com/fighter-details/025f0b1b58fbad01,"6' 0""",205 lbs.,"76""",Orthodox,1992-02-09,72.0,205.0,76.0,Orthodox
Daron Cruickshank,http://ufcstats.com/fighter-details/5f99b2bafb10305f,"5' 8""",155 lbs.,"72""",Switch,1985-06-11,68.0,155.0,72.0,Switch
Darrel Gholar,http://ufcstats.com/fighter-details/a24e080000fa7a35,"5' 8""",194 lbs.,--,Orthodox,1962-11-07,68.0,194.0,,Orthodox
Darrell Horcher,http://ufcstats.com/fighter-details/18e8b7070228e728,"5' 10""",155 lbs.,"70""",Southpaw,1987-07-28,70.0,155.0,70.0,Southpaw
Darrell Montague,http://ufcstats.com/fighter-details/bffeb123b21c9aad,"5' 6""",125 lbs.,"67""",Southpaw,1987-11-03,66.0,125.0,67.0,Southpaw
Darren Elkins,http://ufcstats.com/fighter-details/92a9aa9c93192871,"5' 10""",145 lbs.,"71""",Orthodox,1984-05-16,70.0,145.0,71.0,Orthodox
Darren Stewart,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f,"6' 0""",205 lbs.,"74""",Orthodox,1990-12-30,72.0,205.0,74.0,Orthodox
Darren Till,http://ufcstats.com/fighter-details/9ce6d5a03af801b7,"6' 0""",185 lbs.,"74""",Southpaw,1992-12-24,72.0,185.0,74.0,Southpaw
Darren Uyenoyama,http://ufcstats.com/fighter-details/6546af7ab545b90c,"5' 6""",125 lbs.,"65""",Orthodox,1979-10-15,66.0,125.0,65.0,Orthodox
Darrick Minner,http://ufcstats.com/fighter-details/34e516ab361afb1c,"5' 7""",145 lbs.,"69""",Orthodox,1990-04-28,67.0,145.0,69.0,Orthodox
Darrill Schoonover,http://ufcstats.com/fighter-details/5a558ba1ff5e9121,"6' 2""",220 lbs.,--,Orthodox,1985-07-18,74.0,220.0,,Orthodox
Darrius Flowers,http://ufcstats.com/fighter-details/65db4065e2bc107d,"5' 9""",155 lbs.,"71""",Orthodox,1994-08-25,69.0,155.0,71.0,Orthodox
Dashon Johnson,http://ufcstats.com/fighter-details/36207c58e854cae5,"5' 7""",145 lbs.,--,Orthodox,1988-01-25,67.0,145.0,,Orthodox
Dave Beneteau,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a,"6' 2""",250 lbs.,--,Orthodox,,74.0,250.0,,Orthodox
Dave Berry,http://ufcstats.com/fighter-details/b3bbe88fecd6a0d2,--,--,--,,,,,,
Dave Galera,http://ufcstats.com/fighter-details/0876d21328cf4a45,"5' 11""",135 lbs.,--,Orthodox,1978-01-12,71.0,135.0,,Orthodox
Dave Herman,http://ufcstats.com/fighter-details/cbd6f1abf955e628,"6' 4""",242 lbs.,"77""",Orthodox,1984-10-03,76.0,242.0,77.0,Orthodox
Dave Menne,http://ufcstats.com/fighter-details/275cafc9de131c83,"5' 10""",170 lbs.,--,Orthodox,1974-07-29,70.0,170.0,,Orthodox
Dave Strasser,http://ufcstats.com/fighter-details/980b4e712489098e,"5' 10""",170 lbs.,--,Orthodox,1969-07-13,70.0,170.0,,Orthodox
Davey Grant,http://ufcstats.com/fighter-details/113df4fde64735c6,"5' 8""",135 lbs.,"69""",Orthodox,1985-12-18,68.0,135.0,69.0,Orthodox
Davi Ramos,http://ufcstats.com/fighter-details/0052de90691d4a93,"5' 6""",155 lbs.,"70""",Orthodox,1986-11-05,66.0,155.0,70.0,Orthodox
David Abbott,http://ufcstats.com/fighter-details/b361180739bed4b0,"6' 0""",265 lbs.,--,Switch,1965-04-26,72.0,265.0,,Switch
David Baron,http://ufcstats.com/fighter-details/80c0bed43da0e27b,"5' 6""",155 lbs.,--,Switch,1973-02-15,66.0,155.0,,Switch
David Bielkheden,http://ufcstats.com/fighter-details/1efa064872f089d0,"5' 10""",155 lbs.,"71""",Orthodox,1979-06-06,70.0,155.0,71.0,Orthodox
David Branch,http://ufcstats.com/fighter-details/d2c55d1d2e67773b,"6' 1""",185 lbs.,"78""",Orthodox,1981-09-26,73.0,185.0,78.0,Orthodox
David Dodd,http://ufcstats.com/fighter-details/c2a7623f398d9bd7,"6' 2""",200 lbs.,--,Orthodox,1973-09-22,74.0,200.0,,Orthodox
David Dvorak,http://ufcstats.com/fighter-details/9ada30894bf04e19,"5' 5""",125 lbs.,"68""",Orthodox,1992-06-05,65.0,125.0,68.0,Orthodox
David Heath,http://ufcstats.com/fighter-details/4f95f74620a6b7a4,"5' 11""",205 lbs.,"72""",Orthodox,1976-02-10,71.0,205.0,72.0,Orthodox
David Hood,http://ufcstats.com/fighter-details/5af480a3b2e1726b,"6' 0""",200 lbs.,--,,,72.0,200.0,,
David Kaplan,http://ufcstats.com/fighter-details/5669b828e7e11329,"5' 7""",155 lbs.,--,Orthodox,1979-11-16,67.0,155.0,,Orthodox
David Lee,http://ufcstats.com/fighter-details/8caca5857ce0e30b,"5' 10""",155 lbs.,--,Orthodox,1988-04-12,70.0,155.0,,Orthodox
David Levicki,http://ufcstats.com/fighter-details/49590e0508b2c19f,"6' 5""",275 lbs.,--,,,77.0,275.0,,
David Loiseau,http://ufcstats.com/fighter-details/22e47b53e4ceb27c,"6' 0""",185 lbs.,"76""",Orthodox,1979-12-17,72.0,185.0,76.0,Orthodox
David Martinez,http://ufcstats.com/fighter-details/9a97acbfd5a08bfa,"5' 5""",135 lbs.,"67""",Orthodox,1998-08-03,65.0,135.0,67.0,Orthodox
David Michaud,http://ufcstats.com/fighter-details/49f4b511932f71e9,"5' 9""",155 lbs.,--,Orthodox,1988-11-10,69.0,155.0,,Orthodox
