fighter_name,fighter_url,height_raw,weight_raw,reach_raw,stance_raw,date_of_birth,height_in,weight_lbs,reach_in,stance
Jeremiah Wells,http://ufcstats.com/fighter-details/d66a46de8d705353,"5' 9""",170 lbs.,"74""",Switch,1986-10-30,69.0,170.0,74.0,Switch
Jeremy Horn,http://ufcstats.com/fighter-details/8d26912cd2aeb366,"6' 1""",185 lbs.,"74""",Orthodox,1975-08-25,73.0,185.0,74.0,Orthodox
Jeremy Jackson,http://ufcstats.com/fighter-details/ad32471f01e7b1a5,"5' 10""",170 lbs.,--,Orthodox,1982-09-19,70.0,170.0,,Orthodox
Jeremy Kennedy,http://ufcstats.com/fighter-details/68f6e96c5fa6e044,"5' 11""",145 lbs.,"71""",Orthodox,1992-09-16,71.0,145.0,71.0,Orthodox
Jeremy Kimball,http://ufcstats.com/fighter-details/917a5cb9821df261,"6' 0""",205 lbs.,"72""",Switch,1991-01-03,72.0,205.0,72.0,Switch
Jeremy Larsen,http://ufcstats.com/fighter-details/c3bd649a9194e50c,"5' 10""",145 lbs.,"70""",Orthodox,1984-05-18,70.0,145.0,70.0,Orthodox
Jeremy Stephens,http://ufcstats.com/fighter-details/18968f97ad34f15c,"5' 9""",155 lbs.,"71""",Orthodox,1986-05-25,69.0,155.0,71.0,Orthodox
Jermaine Andre,http://ufcstats.com/fighter-details/9bad58fa651d6196,"5' 7""",200 lbs.,--,Orthodox,1973-07-16,67.0,200.0,,Orthodox
Jerome Rivera,http://ufcstats.com/fighter-details/c9587d81e1d33925,"5' 10""",125 lbs.,"72""",Southpaw,1995-04-22,70.0,125.0,72.0,Southpaw
Jerrod Sanders,http://ufcstats.com/fighter-details/12f1b140e248bdb9,"5' 8""",135 lbs.,"72""",Orthodox,1979-10-01,68.0,135.0,72.0,Orthodox
Jerry Bohlander,http://ufcstats.com/fighter-details/93892752c5fc23ca,"5' 11""",199 lbs.,--,Orthodox,1974-02-12,71.0,199.0,,Orthodox
Jess Liaudin,http://ufcstats.com/fighter-details/a8aba6fd8a463043,"5' 9""",170 lbs.,"72""",Orthodox,,69.0,170.0,72.0,Orthodox
Jessamyn Duke,http://ufcstats.com/fighter-details/a7ddae0be8b78147,"5' 11""",135 lbs.,"73""",Orthodox,1986-06-24,71.0,135.0,73.0,Orthodox
Jesse Bongfeldt,http://ufcstats.com/fighter-details/934de214814b8ff4,"6' 0""",185 lbs.,--,Orthodox,1980-08-28,72.0,185.0,,Orthodox
Jesse Butler,http://ufcstats.com/fighter-details/a75a48bfe776b2c2,"5' 10""",135 lbs.,"73""",Orthodox,1992-05-24,70.0,135.0,73.0,Orthodox
Jesse Forbes,http://ufcstats.com/fighter-details/947eccadb72f4f6f,"6' 2""",185 lbs.,"75""",Southpaw,1984-10-24,74.0,185.0,75.0,Southpaw
Jesse Lennox,http://ufcstats.com/fighter-details/3ae10ac4df3df05c,"5' 9""",170 lbs.,"72""",Orthodox,1982-03-10,69.0,170.0,72.0,Orthodox
Jesse Ronson,http://ufcstats.com/fighter-details/5580771f383e141f,"5' 10""",155 lbs.,"70""",Southpaw,1985-12-24,70.0,155.0,70.0,Southpaw
Jesse Sanders,http://ufcstats.com/fighter-details/59aaf2730b84698a,"6' 0""",170 lbs.,--,Orthodox,,72.0,170.0,,Orthodox
Jesse Strader,http://ufcstats.com/fighter-details/8c39367b53eadf8a,"5' 7""",135 lbs.,"70""",Orthodox,1991-05-29,67.0,135.0,70.0,Orthodox
Jesse Taylor,http://ufcstats.com/fighter-details/dd992d569aaebee6,"6' 0""",170 lbs.,"73""",Orthodox,1983-01-02,72.0,170.0,73.0,Orthodox
Jessica Aguilar,http://ufcstats.com/fighter-details/8f382b3baa954d2a,"5' 3""",115 lbs.,"63""",Orthodox,1982-05-08,63.0,115.0,63.0,Orthodox
Jessica Andrade,http://ufcstats.com/fighter-details/6a1901c62ab3870f,"5' 1""",115 lbs.,"62""",Orthodox,1991-09-25,61.0,115.0,62.0,Orthodox
Jessica Eye,http://ufcstats.com/fighter-details/f72465a784c1b084,"5' 6""",125 lbs.,"66""",Orthodox,1986-07-27,66.0,125.0,66.0,Orthodox
Jessica Penne,http://ufcstats.com/fighter-details/c742287ed86a09bc,"5' 5""",115 lbs.,"67""",Orthodox,1983-01-30,65.0,115.0,67.0,Orthodox
Jessica Rakoczy,http://ufcstats.com/fighter-details/ffdeb4fbea09ce75,"5' 7""",115 lbs.,--,Orthodox,1977-04-14,67.0,115.0,,Orthodox
Jessica-Rose Clark,http://ufcstats.com/fighter-details/6c8072b61c276e67,"5' 5""",135 lbs.,"64""",Orthodox,1987-11-28,65.0,135.0,64.0,Orthodox
Jessin Ayari,http://ufcstats.com/fighter-details/6eaec40f724852f4,"6' 0""",155 lbs.,"73""",Orthodox,1992-05-31,72.0,155.0,73.0,Orthodox
Jesus Aguilar,http://ufcstats.com/fighter-details/c051c2e12d692b8a,"5' 4""",125 lbs.,"62""",Orthodox,1996-03-13,64.0,125.0,62.0,Orthodox
Jesus Pinedo,http://ufcstats.com/fighter-details/25af5e832f17b474,"5' 10""",155 lbs.,--,Southpaw,1996-06-22,70.0,155.0,,Southpaw
Jhonata Diniz,http://ufcstats.com/fighter-details/25f9a5f3e8a52618,"6' 4""",254 lbs.,"79""",Orthodox,1991-06-23,76.0,254.0,79.0,Orthodox
Ji Yeon Kim,http://ufcstats.com/fighter-details/a20f234df70f2182,"5' 7""",125 lbs.,"72""",Orthodox,1989-10-18,67.0,125.0,72.0,Orthodox
Jianping Yang,http://ufcstats.com/fighter-details/d3c554d6e11fc9d6,"5' 7""",145 lbs.,--,Orthodox,1988-11-27,67.0,145.0,,Orthodox
Jim Alers,http://ufcstats.com/fighter-details/fe5a9547479396ab,"5' 9""",145 lbs.,"71""",Orthodox,1986-10-14,69.0,145.0,71.0,Orthodox
Jim Miller,http://ufcstats.com/fighter-details/d1941565abf50b16,"5' 8""",155 lbs.,"71""",Southpaw,1983-08-30,68.0,155.0,71.0,Southpaw
Jim Mullen,http://ufcstats.com/fighter-details/1a49e0670dfaca31,"6' 1""",215 lbs.,--,Southpaw,,73.0,215.0,,Southpaw
Jim Wallhead,http://ufcstats.com/fighter-details/0c670b443c3d269f,"5' 10""",170 lbs.,--,Orthodox,1984-03-14,70.0,170.0,,Orthodox
Jimi Manuwa,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e,"6' 1""",205 lbs.,"79""",Orthodox,1980-02-18,73.0,205.0,79.0,Orthodox
Jimmie Rivera,http://ufcstats.com/fighter-details/9c907996820d2d69,"5' 4""",135 lbs.,"68""",Orthodox,1989-06-29,64.0,135.0,68.0,Orthodox
Jimmy Crute,http://ufcstats.com/fighter-details/70e1f8a821b72c8b,"6' 2""",205 lbs.,"74""",Orthodox,1996-03-04,74.0,205.0,74.0,Orthodox
Jimmy Flick,http://ufcstats.com/fighter-details/09e62c450e754913,"5' 7""",125 lbs.,"68""",Orthodox,1990-09-07,67.0,125.0,68.0,Orthodox
Jimmy Quinlan,http://ufcstats.com/fighter-details/ddbe4fa2ea573393,"6' 0""",185 lbs.,--,Orthodox,1986-05-25,72.0,185.0,,Orthodox
Jimy Hettes,http://ufcstats.com/fighter-details/893d51aaf024eddd,"5' 9""",145 lbs.,"71""",Southpaw,1987-06-09,69.0,145.0,71.0,Southpaw
Jin Soo Son,http://ufcstats.com/fighter-details/7c9c6a884be167fe,"5' 6""",135 lbs.,"69""",Orthodox,1993-04-01,66.0,135.0,69.0,Orthodox
Jinh Yu Frey,http://ufcstats.com/fighter-details/d05cb1e8d1b885d8,"5' 3""",115 lbs.,"65""",Southpaw,1985-05-20,63.0,115.0,65.0,Southpaw
Jiri Prochazka,http://ufcstats.com/fighter-details/009341ed974bad72,"6' 3""",205 lbs.,"80""",Orthodox,1992-10-14,75.0,205.0,80.0,Orthodox
Joachim Christensen,http://ufcstats.com/fighter-details/2d447cc91bdaa545,"6' 3""",205 lbs.,"76""",Orthodox,1978-11-07,75.0,205.0,76.0,Orthodox
Joanderson Brito,http://ufcstats.com/fighter-details/791c8437b341fba5,"5' 8""",145 lbs.,"72""",Orthodox,1995-02-11,68.0,145.0,72.0,Orthodox
Joanna Jedrzejczyk,http://ufcstats.com/fighter-details/3d6749c4267da18f,"5' 6""",115 lbs.,"65""",Orthodox,1987-08-18,66.0,115.0,65.0,Orthodox
Joanne Wood,http://ufcstats.com/fighter-details/12f91bfa8f1f723b,"5' 6""",125 lbs.,"65""",Orthodox,1985-12-23,66.0,125.0,65.0,Orthodox
Joao Pierini,http://ufcstats.com/fighter-details/9a967e8e43dcef63,"6' 1""",155 lbs.,--,Switch,1971-12-11,73.0,155.0,,Switch
Joao Roque,http://ufcstats.com/fighter-details/0f6528b461e47462,"5' 6""",155 lbs.,--,Orthodox,1971-07-22,66.0,155.0,,Orthodox
Joao Zeferino,http://ufcstats.com/fighter-details/be4076c9e8d791e3,"5' 11""",170 lbs.,--,Orthodox,1986-01-15,71.0,170.0,,Orthodox
Joaquim Silva,http://ufcstats.com/fighter-details/ae7fe94f117f98cf,"5' 8""",155 lbs.,"69""",Southpaw,1989-02-05,68.0,155.0,69.0,Southpaw
Joaquin Buckley,http://ufcstats.com/fighter-details/b9437600497350f3,"5' 10""",170 lbs.,"76""",Southpaw,1994-04-27,70.0,170.0,76.0,Southpaw
Joby Sanchez,http://ufcstats.com/fighter-details/b12fc8a41e82d3a2,"5' 6""",135 lbs.,"68""",Orthodox,1991-06-24,66.0,135.0,68.0,Orthodox
Jocelyn Jones-Lybarger,http://ufcstats.com/fighter-details/1a98c9dbb7fc3959,"5' 7""",115 lbs.,"64""",Orthodox,1985-10-04,67.0,115.0,64.0,Orthodox
Jodie Esquibel,http://ufcstats.com/fighter-details/411539901068522f,"5' 1""",115 lbs.,"64""",Orthodox,1986-05-07,61.0,115.0,64.0,Orthodox
Joe Brammer,http://ufcstats.com/fighter-details/013da757877044a2,"5' 8""",155 lbs.,--,Orthodox,1983-08-23,68.0,155.0,,Orthodox
Joe Charles,http://ufcstats.com/fighter-details/19ffeb5e3fffd6d5,"6' 1""",260 lbs.,--,Southpaw,,73.0,260.0,,Southpaw
Joe Doerksen,http://ufcstats.com/fighter-details/dbaaf42313af90fa,"6' 0""",185 lbs.,"75""",Orthodox,1977-10-09,72.0,185.0,75.0,Orthodox
Joe Duffy,http://ufcstats.com/fighter-details/654ae722109a0d31,"5' 10""",155 lbs.,"73""",Orthodox,1988-02-18,70.0,155.0,73.0,Orthodox
Joe Ellenberger,http://ufcstats.com/fighter-details/8e8e4487c621aa1c,"5' 9""",155 lbs.,"72""",Orthodox,1985-03-28,69.0,155.0,72.0,Orthodox
Joe Giannetti,http://ufcstats.com/fighter-details/946db8a378903cc3,"6' 0""",155 lbs.,"74""",Southpaw,1995-07-05,72.0,155.0,74.0,Southpaw
Joe Jordan,http://ufcstats.com/fighter-details/712c4db78b9373d1,"5' 6""",155 lbs.,--,Orthodox,1978-07-27,66.0,155.0,,Orthodox
Joe Lauzon,http://ufcstats.com/fighter-details/3bad7ef643840f67,"5' 10""",155 lbs.,"71""",Orthodox,1984-05-22,70.0,155.0,71.0,Orthodox
Joe Merritt,http://ufcstats.com/fighter-details/e82d5f54daa85a7e,"6' 0""",170 lbs.,--,Orthodox,1984-03-07,72.0,170.0,,Orthodox
Joe Moreira,http://ufcstats.com/fighter-details/df85d6ec3493d120,"5' 11""",195 lbs.,--,Southpaw,1961-07-03,71.0,195.0,,Southpaw
Joe Pardo,http://ufcstats.com/fighter-details/74fefd43f073cd2f,"6' 1""",210 lbs.,--,Southpaw,,73.0,210.0,,Southpaw
Joe Proctor,http://ufcstats.com/fighter-details/a36556bb1565e32d,"5' 10""",155 lbs.,"72""",Orthodox,1985-08-10,70.0,155.0,72.0,Orthodox
Joe Pyfer,http://ufcstats.com/fighter-details/c1085e1701b13eca,"6' 2""",185 lbs.,"75""",Orthodox,1996-09-17,74.0,185.0,75.0,Orthodox
Joe Riggs,http://ufcstats.com/fighter-details/d512d9f204059f57,"6' 0""",185 lbs.,"70""",Southpaw,1982-09-23,72.0,185.0,70.0,Southpaw
Joe Slick,http://ufcstats.com/fighter-details/80e6d71e14c1d356,"6' 0""",199 lbs.,--,Orthodox,1977-10-17,72.0,199.0,,Orthodox
Joe Solecki,http://ufcstats.com/fighter-details/af65aa688d13eedf,"5' 9""",155 lbs.,"70""",Orthodox,1993-08-27,69.0,155.0,70.0,Orthodox
Joe Son,http://ufcstats.com/fighter-details/83b743fedde154fb,"5' 4""",236 lbs.,--,Orthodox,1970-11-22,64.0,236.0,,Orthodox
Joe Soto,http://ufcstats.com/fighter-details/a4e85a58fbce64b2,"5' 6""",135 lbs.,"65""",Orthodox,1987-03-22,66.0,135.0,65.0,Orthodox
Joe Stevenson,http://ufcstats.com/fighter-details/79899ecf62020f6d,"5' 7""",145 lbs.,"70""",Orthodox,1982-06-15,67.0,145.0,70.0,Orthodox
Joe Vedepo,http://ufcstats.com/fighter-details/d35c3ed553b71fa2,"6' 0""",185 lbs.,--,Orthodox,1983-01-01,72.0,185.0,,Orthodox
Joe Veres,http://ufcstats.com/fighter-details/c6d8ae3b016d5ad5,"5' 7""",155 lbs.,--,Orthodox,1977-11-09,67.0,155.0,,Orthodox
Joel Alvarez,http://ufcstats.com/fighter-details/58bbef3770bb2dfc,"6' 3""",155 lbs.,"77""",Orthodox,1993-03-02,75.0,155.0,77.0,Orthodox
Joel Sutton,http://ufcstats.com/fighter-details/a6a9ab5a824e8f66,"5' 11""",205 lbs.,--,Orthodox,1969-07-07,71.0,205.0,,Orthodox
Joey Beltran,http://ufcstats.com/fighter-details/46baf0f57edfa4df,"6' 1""",185 lbs.,"75""",Orthodox,1981-12-08,73.0,185.0,75.0,Orthodox
Joey Gambino,http://ufcstats.com/fighter-details/10559c53de0b950e,"5' 7""",145 lbs.,--,Orthodox,1988-10-26,67.0,145.0,,Orthodox
Joey Gilbert,http://ufcstats.com/fighter-details/6bb1d2b714d4b3bc,"5' 11""",155 lbs.,--,Orthodox,1976-06-05,71.0,155.0,,Orthodox
Joey Gomez,http://ufcstats.com/fighter-details/0778f94eb5d588a5,"5' 10""",135 lbs.,"73""",Orthodox,1986-07-21,70.0,135.0,73.0,Orthodox
Joey Roberts,http://ufcstats.com/fighter-details/c058823a2595ab09,"6' 2""",200 lbs.,--,,1977-11-11,74.0,200.0,,
John Albert,http://ufcstats.com/fighter-details/7bd94b60d7521e4a,"5' 8""",135 lbs.,"68""",Orthodox,1986-10-13,68.0,135.0,68.0,Orthodox
John Alessio,http://ufcstats.com/fighter-details/7a15f3694c5cbc02,"5' 10""",155 lbs.,"72""",Orthodox,1979-07-05,70.0,155.0,72.0,Orthodox
John Allan,http://ufcstats.com/fighter-details/6ebe96a116e79e52,"6' 1""",205 lbs.,"75""",Orthodox,1993-02-22,73.0,205.0,75.0,Orthodox
John Campetella,http://ufcstats.com/fighter-details/31bbd46d57dfbcb7,"5' 9""",235 lbs.,--,Orthodox,,69.0,235.0,,Orthodox
John Castaneda,http://ufcstats.com/fighter-details/5fa2974cbd18e05c,"5' 6""",135 lbs.,"71""",Switch,1991-12-18,66.0,135.0,71.0,Switch
John Cholish,http://ufcstats.com/fighter-details/03c9994c5b8958ec,"5' 11""",155 lbs.,"74""",Orthodox,1983-12-17,71.0,155.0,74.0,Orthodox
John Cofer,http://ufcstats.com/fighter-details/8b260672a21d1fd6,"5' 9""",155 lbs.,--,Southpaw,1984-04-29,69.0,155.0,,Southpaw
John Dodson,http://ufcstats.com/fighter-details/99506df1af6c8b3b,"5' 3""",135 lbs.,"66""",Orthodox,1984-09-26,63.0,135.0,66.0,Orthodox
John Dowdy,http://ufcstats.com/fighter-details/e780ccc79a209985,--,--,--,,,,,,
John Gunderson,http://ufcstats.com/fighter-details/a0c139b34f11421a,"5' 9""",155 lbs.,"69""",Orthodox,1979-01-05,69.0,155.0,69.0,Orthodox
John Gunther,http://ufcstats.com/fighter-details/3956bdc8ab2e54b3,"5' 9""",155 lbs.,"72""",Orthodox,1985-11-24,69.0,155.0,72.0,Orthodox
John Halverson,http://ufcstats.com/fighter-details/88c8f47241d90040,"5' 9""",155 lbs.,--,Southpaw,1972-09-08,69.0,155.0,,Southpaw
John Hathaway,http://ufcstats.com/fighter-details/28f3c2258a1d8874,"6' 1""",170 lbs.,"75""",Orthodox,1987-07-23,73.0,170.0,75.0,Orthodox
John Howard,http://ufcstats.com/fighter-details/fc31f896cde2bc2e,"5' 7""",170 lbs.,"72""",Orthodox,1983-03-01,67.0,170.0,72.0,Orthodox
John Kolosci,http://ufcstats.com/fighter-details/5f6038bcdb95e3e4,"5' 11""",185 lbs.,--,Orthodox,1974-11-26,71.0,185.0,,Orthodox
John Lewis,http://ufcstats.com/fighter-details/4a01dc8376736ef5,"6' 0""",155 lbs.,--,Southpaw,,72.0,155.0,,Southpaw
John Lineker,http://ufcstats.com/fighter-details/c268b2cfebccf652,"5' 3""",135 lbs.,"67""",Orthodox,1990-06-12,63.0,135.0,67.0,Orthodox
John Lober,http://ufcstats.com/fighter-details/31652c9267606d54,"5' 11""",199 lbs.,--,Orthodox,1968-02-26,71.0,199.0,,Orthodox
John Maguire,http://ufcstats.com/fighter-details/1a7745388839e52b,"5' 9""",155 lbs.,"69""",Southpaw,1983-05-19,69.0,155.0,69.0,Southpaw
John Makdessi,http://ufcstats.com/fighter-details/c21a036b4e012f1c,"5' 8""",155 lbs.,"68""",Orthodox,1985-05-03,68.0,155.0,68.0,Orthodox
John Marsh,http://ufcstats.com/fighter-details/b6b12014698cc345,"6' 0""",265 lbs.,--,Orthodox,1970-09-15,72.0,265.0,,Orthodox
John Matua,http://ufcstats.com/fighter-details/c933d423ebdbbbdb,"6' 2""",400 lbs.,--,Orthodox,,74.0,400.0,,Orthodox
John Moraga,http://ufcstats.com/fighter-details/92437c6775b3f7d1,"5' 6""",125 lbs.,"66""",Orthodox,1984-03-20,66.0,125.0,66.0,Orthodox
John Phillips,http://ufcstats.com/fighter-details/e9ac7bfb65c25497,"5' 11""",185 lbs.,"75""",Southpaw,1985-06-09,71.0,185.0,75.0,Southpaw
John Polakowski,http://ufcstats.com/fighter-details/b18fb36a4aa00093,"5' 10""",155 lbs.,--,Orthodox,1981-06-21,70.0,155.0,,Orthodox
John Salter,http://ufcstats.com/fighter-details/010986ee359fb863,"6' 1""",185 lbs.,"74""",Southpaw,1985-03-21,73.0,185.0,74.0,Southpaw
John Teixeira,http://ufcstats.com/fighter-details/86061eaba822bfea,"5' 7""",145 lbs.,--,Orthodox,1986-11-18,67.0,145.0,,Orthodox
John Yannis,http://ufcstats.com/fighter-details/450bcab0968562c4,"5' 7""",145 lbs.,"70""",Southpaw,1994-07-07,67.0,145.0,70.0,Southpaw
Johnny Bedford,http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7,"5' 10""",135 lbs.,"71""",Orthodox,1983-01-06,70.0,135.0,71.0,Orthodox
Johnny Case,http://ufcstats.com/fighter-details/1f4b04a926ef1287,"5' 10""",155 lbs.,"72""",Orthodox,1989-06-28,70.0,155.0,72.0,Orthodox
Johnny Eduardo,http://ufcstats.com/fighter-details/528c24b99fbaab79,"5' 7""",135 lbs.,"71""",Orthodox,1978-08-03,67.0,135.0,71.0,Orthodox
Johnny Munoz,http://ufcstats.com/fighter-details/f6bcbd91b114ff58,"5' 9""",135 lbs.,"71""",Orthodox,1993-02-16,69.0,135.0,71.0,Orthodox
Johnny Rees,http://ufcstats.com/fighter-details/3ba3b5cc94498437,"6' 0""",170 lbs.,--,Orthodox,1982-10-21,72.0,170.0,,Orthodox
Johnny Rhodes,http://ufcstats.com/fighter-details/319fa1bd3176bded,"6' 0""",210 lbs.,--,Orthodox,,72.0,210.0,,Orthodox
Johnny Walker,http://ufcstats.com/fighter-details/c21f26bbde777573,"6' 6""",205 lbs.,"82""",Orthodox,1992-03-30,78.0,205.0,82.0,Orthodox
Johny Hendricks,http://ufcstats.com/fighter-details/0941df56f6ac954b,"5' 9""",185 lbs.,"69""",Southpaw,1983-09-12,69.0,185.0,69.0,Southpaw
Jon Delos Reyes,http://ufcstats.com/fighter-details/0d0351c20169a499,"5' 6""",125 lbs.,"67""",Orthodox,1987-08-19,66.0,125.0,67.0,Orthodox
Jon Fitch,http://ufcstats.com/fighter-details/6f018c039b4d5d80,"6' 0""",170 lbs.,"74""",Orthodox,1978-02-24,72.0,170.0,74.0,Orthodox
Jon Hess,http://ufcstats.com/fighter-details/32a3025d5db456ae,"6' 7""",295 lbs.,--,,,79.0,295.0,,
Jon Jones,http://ufcstats.com/fighter-details/07f72a2a7591b409,"6' 4""",248 lbs.,"84""",Orthodox,1987-07-19,76.0,248.0,84.0,Orthodox
Jon Madsen,http://ufcstats.com/fighter-details/7691a80e6ca3e55b,"6' 0""",240 lbs.,"72""",Orthodox,1980-02-12,72.0,240.0,72.0,Orthodox
Jon Manley,http://ufcstats.com/fighter-details/a0602dd050bebefc,"6' 1""",170 lbs.,--,Orthodox,1986-07-07,73.0,170.0,,Orthodox
Jon Olav Einemo,http://ufcstats.com/fighter-details/0577808d22dfe79c,"6' 6""",253 lbs.,--,Orthodox,1975-12-10,78.0,253.0,,Orthodox
Jon Tuck,http://ufcstats.com/fighter-details/53ec9cb470e1a4ea,"5' 11""",155 lbs.,"73""",Orthodox,1984-08-28,71.0,155.0,73.0,Orthodox
Jonathan Brookins,http://ufcstats.com/fighter-details/b0a6124751a56bc4,"6' 0""",145 lbs.,"74""",Southpaw,1985-08-13,72.0,145.0,74.0,Southpaw
Jonathan Goulet,http://ufcstats.com/fighter-details/fb1538b46877a695,"6' 0""",170 lbs.,"73""",Orthodox,1979-07-13,72.0,170.0,73.0,Orthodox
Jonathan Martinez,http://ufcstats.com/fighter-details/f2477cf43c4975cc,"5' 8""",135 lbs.,"70""",Southpaw,1994-04-20,68.0,135.0,70.0,Southpaw
Jonathan Meunier,http://ufcstats.com/fighter-details/5823ceab56741617,"6' 3""",170 lbs.,--,Switch,1987-08-04,75.0,170.0,,Switch
Jonathan Micallef,http://ufcstats.com/fighter-details/f782f953bfe7b5f2,"6' 0""",170 lbs.,"77""",Southpaw,1999-03-05,72.0,170.0,77.0,Southpaw
Jonathan Pearce,http://ufcstats.com/fighter-details/87c0b1c696ddfb43,"6' 0""",145 lbs.,"71""",Switch,1992-05-01,72.0,145.0,71.0,Switch
Jonathan Wiezorek,http://ufcstats.com/fighter-details/60884f31ead1609c,"6' 3""",250 lbs.,--,Southpaw,1978-02-10,75.0,250.0,,Southpaw
Jonathan Wilson,http://ufcstats.com/fighter-details/cd01f0b768a32475,"6' 2""",205 lbs.,"75""",Southpaw,1987-07-17,74.0,205.0,75.0,Southpaw
Jonavin Webb,http://ufcstats.com/fighter-details/f40ec51dd4de47c3,"5' 10""",170 lbs.,--,Orthodox,1989-04-28,70.0,170.0,,Orthodox
Jonny Parsons,http://ufcstats.com/fighter-details/2975297f505e9447,"5' 9""",170 lbs.,"69""",Orthodox,1991-09-06,69.0,170.0,69.0,Orthodox
JooSang Yoo,http://ufcstats.com/fighter-details/a44020ea2e8cd026,"5' 7""",145 lbs.,"71""",Orthodox,1994-01-21,67.0,145.0,71.0,Orthodox
Jordan Espinosa,http://ufcstats.com/fighter-details/215a70f073a7b726,"5' 6""",125 lbs.,"69""",Orthodox,1989-11-08,66.0,125.0,69.0,Orthodox
Jordan Griffin,http://ufcstats.com/fighter-details/ebef46976554f975,"5' 10""",145 lbs.,"73""",Southpaw,1990-02-28,70.0,145.0,73.0,Southpaw
Jordan Johnson,http://ufcstats.com/fighter-details/99bcdf5eac39898f,"6' 2""",205 lbs.,"79""",Orthodox,1988-11-18,74.0,205.0,79.0,Orthodox
Jordan Leavitt,http://ufcstats.com/fighter-details/ac026518a9b4dc0f,"5' 9""",145 lbs.,"71""",Southpaw,1995-06-02,69.0,145.0,71.0,Southpaw
Jordan Mein,http://ufcstats.com/fighter-details/2aa49b3766a59bcd,"6' 0""",170 lbs.,"73""",Orthodox,1989-10-10,72.0,170.0,73.0,Orthodox
Jordan Radev,http://ufcstats.com/fighter-details/45bc8f98d62bd096,"5' 7""",185 lbs.,--,Southpaw,1976-09-28,67.0,185.0,,Southpaw
Jordan Rinaldi,http://ufcstats.com/fighter-details/c07efc18b231f170,"5' 10""",145 lbs.,"72""",Orthodox,1987-09-25,70.0,145.0,72.0,Orthodox
Jordan Vucenic,http://ufcstats.com/fighter-details/6d38e41efa47a72d,"5' 10""",155 lbs.,"73""",Orthodox,1996-03-02,70.0,155.0,73.0,Orthodox
Jordan Williams,http://ufcstats.com/fighter-details/e26bd53b751d61d9,"6' 1""",185 lbs.,"75""",Southpaw,1990-10-13,73.0,185.0,75.0,Southpaw
Jordan Wright,http://ufcstats.com/fighter-details/c878270af633eb11,"6' 2""",205 lbs.,"77""",Orthodox,1991-10-07,74.0,205.0,77.0,Orthodox
Jorge Gurgel,http://ufcstats.com/fighter-details/04d5718ed2661e8c,"5' 7""",155 lbs.,"69""",Orthodox,1977-01-25,67.0,155.0,69.0,Orthodox
Jorge Lopez,http://ufcstats.com/fighter-details/ee624ee2a18f2a43,"5' 10""",170 lbs.,--,Orthodox,1988-11-21,70.0,170.0,,Orthodox
Jorge Masvidal,http://ufcstats.com/fighter-details/47b9e0e7703a4868,"5' 11""",170 lbs.,"74""",Orthodox,1984-11-12,71.0,170.0,74.0,Orthodox
Jorge Patino,http://ufcstats.com/fighter-details/c8cca8f3de5be4b4,"5' 8""",170 lbs.,--,Orthodox,1973-08-05,68.0,170.0,,Orthodox
Jorge Rivera,http://ufcstats.com/fighter-details/cb46dface0e28a2c,"6' 1""",185 lbs.,"73""",Orthodox,1972-02-28,73.0,185.0,73.0,Orthodox
Jorge Santiago,http://ufcstats.com/fighter-details/f8dc544e7077d014,"6' 1""",170 lbs.,"75""",Orthodox,1980-10-09,73.0,170.0,75.0,Orthodox
Jorge de Oliveira,http://ufcstats.com/fighter-details/ddf3e0ea10ea6d8c,"5' 8""",155 lbs.,--,Orthodox,1980-01-22,68.0,155.0,,Orthodox
Jose Aldo,http://ufcstats.com/fighter-details/d0f3959b4a9747e6,"5' 7""",135 lbs.,"70""",Orthodox,1986-09-09,67.0,135.0,70.0,Orthodox
Jose Daniel Medina,http://ufcstats.com/fighter-details/baa9be02c3e3e038,"6' 0""",185 lbs.,"74""",Orthodox,1991-05-17,72.0,185.0,74.0,Orthodox
Jose Delgado,http://ufcstats.com/fighter-details/7d6ceff6747f2de2,"5' 11""",145 lbs.,"74""",Switch,1998-04-21,71.0,145.0,74.0,Switch
Jose Johnson,http://ufcstats.com/fighter-details/84f727cf0166d6f2,"6' 0""",125 lbs.,"71""",Orthodox,1995-05-20,72.0,125.0,71.0,Orthodox
Jose Maria,http://ufcstats.com/fighter-details/b35ba64b6a2bbcb3,"5' 5""",125 lbs.,--,Orthodox,1982-01-04,65.0,125.0,,Orthodox
Jose Ochoa,http://ufcstats.com/fighter-details/88be62d6c1e6dadb,"5' 7""",125 lbs.,"67""",Southpaw,2000-12-31,67.0,125.0,67.0,Southpaw
Jose Quinonez,http://ufcstats.com/fighter-details/36549928f90f1d36,"5' 8""",135 lbs.,"69""",Southpaw,1990-07-28,68.0,135.0,69.0,Southpaw
Jose Torres,http://ufcstats.com/fighter-details/d2036f31c035e0d1,"5' 4""",125 lbs.,"65""",Orthodox,1992-08-02,64.0,125.0,65.0,Orthodox
Josefine Knutsson,http://ufcstats.com/fighter-details/971dba22c622af12,"5' 3""",115 lbs.,"60""",Orthodox,1996-01-16,63.0,115.0,60.0,Orthodox
Joselyne Edwards,http://ufcstats.com/fighter-details/f9ab66e67240db7b,"5' 8""",135 lbs.,"70""",Orthodox,1995-09-29,68.0,135.0,70.0,Orthodox
